(('en el caso de', 1.0), 86, (1456, 1237), None, 'hsl(0, 100%, 30%)')
(('que tienen relación con', 0.32223576375883822), 4, (1011, 1657), None, 'hsl(233, 100%, 30%)')
(('un número limitado de', 0.31747469589309207), 4, (1177, 1608), 2, 'hsl(233, 100%, 30%)')
(('al gobierno de méxico', 0.31572936984261141), 4, (1063, 1516), None, 'hsl(233, 100%, 30%)')
(('cargo del juramento que', 0.31410219953679558), 4, (976, 1509), None, 'hsl(233, 100%, 30%)')
(('á la voluntad de', 0.31343478811675046), 4, (963, 1511), None, 'hsl(233, 100%, 30%)')
(('de la vera cruz', 0.31020262090634548), 4, (968, 1560), None, 'hsl(233, 100%, 30%)')
(('ley de enjuiciamiento civil', 1.0), 17, (1108, 1664), None, 'hsl(0, 100%, 30%)')
(('entre el gobernador de', 0.13538470549554457), 10, (1078, 1713), None, 'hsl(190, 100%, 30%)')
(('ciudadano presidente de la', 0.10685999337961272), 9, (1150, 1699), None, 'hsl(202, 100%, 30%)')
(('la redacción de la', 0.095118394207951221), 9, (1236, 1662), None, 'hsl(207, 100%, 30%)')
(('idem idem idem idem', 0.090520255333516458), 9, (1181, 1648), 2, 'hsl(209, 100%, 30%)')
(('de la tesorería general', 0.08794611852794014), 9, (1141, 1660), 2, 'hsl(211, 100%, 30%)')
(('representantes de la república', 0.083046240685518982), 9, (1182, 1675), None, 'hsl(213, 100%, 30%)')
(('director general de aduanas', 0.080819459022302517), 9, (1090, 1699), None, 'hsl(214, 100%, 30%)')
(('la independencia del perú', 0.079537662323146949), 8, (1136, 1726), None, 'hsl(214, 100%, 30%)')
(('mayor en su grado', 0.071853475614124834), 8, (1182, 1633), 2, 'hsl(218, 100%, 30%)')
(('de que doy fe', 0.068934660359339414), 8, (1042, 1701), None, 'hsl(219, 100%, 30%)')
(('señor ministro de instrucción', 0.068786320676067172), 7, (1194, 1684), None, 'hsl(219, 100%, 30%)')
(('que guarden y hagan', 0.065009143931813007), 6, (1169, 1730), None, 'hsl(221, 100%, 30%)')
(('ley en todas sus', 0.061581259382429691), 6, (1247, 1685), 2, 'hsl(222, 100%, 30%)')
(('lo expuesto en el', 0.061390165011228438), 6, (1066, 1738), None, 'hsl(222, 100%, 30%)')
(('presidente de la confederación', 0.059926460525885884), 5, (1099, 1694), None, 'hsl(223, 100%, 30%)')
(('la dicha ciudad y', 0.05824883294297397), 5, (1101, 1790), None, 'hsl(224, 100%, 30%)')
(('después de la independencia', 0.058016914414754893), 4, (1128, 1800), None, 'hsl(224, 100%, 30%)')
(('apelable en ambos efectos', 0.057086833908807595), 4, (1206, 1627), 2, 'hsl(224, 100%, 30%)')
(('de don juan manuel', 0.054809966601725366), 4, (1209, 1748), 2, 'hsl(225, 100%, 30%)')
(('señor general en jefe', 0.054337017880476804), 4, (1053, 1710), None, 'hsl(225, 100%, 30%)')
(('los fundamentos de derecho', 0.0526931112652353), 4, (1173, 1673), None, 'hsl(226, 100%, 30%)')
(('poder ejecutivo del estado', 0.050970438209983725), 4, (1248, 1691), 2, 'hsl(227, 100%, 30%)')
(('la sala de representantes', 0.050487964958697458), 4, (1128, 1682), 2, 'hsl(227, 100%, 30%)')
(('en el perú se', 0.046599438232212874), 4, (1085, 1675), None, 'hsl(229, 100%, 30%)')
(('de los dichos oficios', 0.04626849777401653), 4, (1230, 1669), None, 'hsl(229, 100%, 30%)')
(('es como se sigue', 0.046232556717925914), 4, (1200, 1672), None, 'hsl(229, 100%, 30%)')
(('menor en su grado', 0.044490921789768413), 4, (1035, 1719), None, 'hsl(230, 100%, 30%)')
(('en ello lo que', 0.044454354601350374), 4, (1200, 1756), None, 'hsl(230, 100%, 30%)')
(('constitución de la sociedad', 0.043813314037606584), 4, (1201, 1740), 2, 'hsl(230, 100%, 30%)')
(('espacio y en el', 0.043336606928322439), 4, (1161, 1762), None, 'hsl(230, 100%, 30%)')
(('el recurso interpuesto por', 0.043305816738722289), 4, (1127, 1741), None, 'hsl(230, 100%, 30%)')
(('miembros de la asamblea', 0.041911011914392143), 4, (1122, 1671), 2, 'hsl(231, 100%, 30%)')
(('el puerto del callao', 0.041682129617887947), 4, (1161, 1694), None, 'hsl(231, 100%, 30%)')
(('en el cerro del', 0.040629609312224639), 4, (1248, 1702), 2, 'hsl(232, 100%, 30%)')
(('del estado de guanajuato', 0.039954601595436706), 4, (1055, 1761), None, 'hsl(232, 100%, 30%)')
(('las cuestiones de competencia', 0.039194116379321756), 4, (1215, 1641), 2, 'hsl(232, 100%, 30%)')
(('un oficio del señor', 0.039036534706827671), 4, (1144, 1708), None, 'hsl(232, 100%, 30%)')
(('ante mí el escribano', 0.038563084381281268), 4, (1205, 1734), 2, 'hsl(232, 100%, 30%)')
(('del estado de buenos', 0.037612665798866095), 4, (1175, 1769), None, 'hsl(233, 100%, 30%)')
(('de la nuestra merced', 0.037501736412994285), 4, (1251, 1676), 2, 'hsl(233, 100%, 30%)')
(('por el señor rector', 0.036832944682464175), 4, (1168, 1792), None, 'hsl(233, 100%, 30%)')
(('memoria del ministerio de', 0.036687126499965306), 4, (1209, 1684), None, 'hsl(233, 100%, 30%)')
(('al comenzar el siglo', 0.036621173207098311), 4, (1071, 1784), None, 'hsl(233, 100%, 30%)')
(('los del consejo de', 0.036136363218719388), 4, (1125, 1691), 2, 'hsl(234, 100%, 30%)')
(('á la otra parte', 0.03590970149443512), 4, (1066, 1708), None, 'hsl(234, 100%, 30%)')
(('gobierno de la nueva', 0.035684871193107856), 4, (1126, 1704), None, 'hsl(234, 100%, 30%)')
(('los hombres del mundo', 0.035609104620925626), 4, (1040, 1692), 2, 'hsl(234, 100%, 30%)')
(('de don luis de', 0.035511402152400201), 4, (1217, 1619), 2, 'hsl(234, 100%, 30%)')
(('el procedimiento de apremio', 0.035095671210235407), 4, (1214, 1671), None, 'hsl(234, 100%, 30%)')
(('de alfonso el sabio', 0.034914940610700607), 4, (1249, 1709), 2, 'hsl(234, 100%, 30%)')
(('ciudad de santa cruz', 0.034422329934058062), 4, (1194, 1655), 2, 'hsl(234, 100%, 30%)')
(('bajo la dirección y', 0.033912060365920933), 4, (1248, 1662), 2, 'hsl(235, 100%, 30%)')
(('entre el brasil y', 0.033896451505345974), 4, (1157, 1787), None, 'hsl(235, 100%, 30%)')
(('de don antonio de', 0.033873236663809203), 4, (1049, 1765), None, 'hsl(235, 100%, 30%)')
(('el estado de oaxaca', 0.033276896216354893), 4, (1141, 1652), 2, 'hsl(235, 100%, 30%)')
(('la plaza del callao', 0.033242469679550496), 4, (1008, 1709), 2, 'hsl(235, 100%, 30%)')
(('todos los indios de', 0.032928227070983453), 4, (1261, 1696), 2, 'hsl(235, 100%, 30%)')
(('se ha encontrado que', 0.032874471929217143), 4, (1235, 1655), 2, 'hsl(235, 100%, 30%)')
(('competente para conocer del', 0.032787402784457097), 4, (1058, 1709), None, 'hsl(235, 100%, 30%)')
(('estado del despacho de', 0.032640348221784937), 4, (1169, 1641), 2, 'hsl(235, 100%, 30%)')
(('ve en la figura', 0.032339176926068226), 4, (1092, 1828), None, 'hsl(235, 100%, 30%)')
(('la corte superior del', 0.032314105886595793), 4, (1220, 1696), None, 'hsl(235, 100%, 30%)')
(('los jueces de distrito', 0.03191998685584934), 4, (1176, 1731), None, 'hsl(235, 100%, 30%)')
(('de la historia literaria', 0.031830076113075083), 4, (1249, 1670), 2, 'hsl(235, 100%, 30%)')
(('las acciones de las', 0.03128619591975889), 4, (1055, 1702), 2, 'hsl(236, 100%, 30%)')
(('el debate sobre el', 0.031265694942240414), 4, (1121, 1826), None, 'hsl(236, 100%, 30%)')
(('manera que dicha es', 0.031256813660775734), 4, (1127, 1675), 2, 'hsl(236, 100%, 30%)')
(('el balance de la', 0.031179025395023669), 4, (1105, 1705), None, 'hsl(236, 100%, 30%)')
(('en especial en la', 0.030948805209209031), 4, (1138, 1827), 2, 'hsl(236, 100%, 30%)')
(('dominio de la cosa', 0.030764223310987489), 4, (1073, 1709), None, 'hsl(236, 100%, 30%)')
(('la real hacienda y', 0.030594033328189919), 4, (1208, 1753), 2, 'hsl(236, 100%, 30%)')
(('el poder ejecutivo por', 0.030324080856944935), 4, (1027, 1718), None, 'hsl(236, 100%, 30%)')
(('dado en la casa', 1.0), 33, (1261, 1740), None, 'hsl(164, 100%, 30%)')
(('las reales órdenes de', 0.59378812807051706), 23, (1290, 1710), None, 'hsl(198, 100%, 30%)')
(('sentencia del tribunal supremo', 0.48245928178242786), 14, (1241, 1760), None, 'hsl(208, 100%, 30%)')
(('en el registro oficial', 0.46835224840174505), 14, (1207, 1807), None, 'hsl(209, 100%, 30%)')
(('los tenedores de bonos', 0.42830428218621847), 13, (1313, 1712), None, 'hsl(213, 100%, 30%)')
(('de su majestad británica', 0.38993757391780948), 11, (1330, 1726), None, 'hsl(216, 100%, 30%)')
(('dado en la sala', 0.3814563127669372), 11, (1128, 1876), 2, 'hsl(217, 100%, 30%)')
(('duque de la torre', 0.38132478269749714), 10, (1342, 1732), None, 'hsl(217, 100%, 30%)')
(('la administración de hacienda', 0.34795918809606241), 9, (1222, 1788), None, 'hsl(220, 100%, 30%)')
(('de la colonia del', 0.33864812002264971), 9, (1350, 1760), None, 'hsl(220, 100%, 30%)')
(('su secretario de estado', 0.31581189398011644), 8, (1256, 1883), None, 'hsl(222, 100%, 30%)')
(('que es lo más', 0.3149528920816807), 8, (1193, 1821), None, 'hsl(222, 100%, 30%)')
(('de la comisión directiva', 0.30360507663196606), 7, (1231, 1794), None, 'hsl(223, 100%, 30%)')
(('los que más se', 0.29638841364738355), 7, (1137, 1886), 2, 'hsl(224, 100%, 30%)')
(('ciudad de santiago del', 0.28942373893807849), 6, (1310, 1870), None, 'hsl(225, 100%, 30%)')
(('más y más en', 0.27574625800393188), 6, (1167, 1894), 2, 'hsl(226, 100%, 30%)')
(('jefe de la familia', 0.27299481497343026), 6, (1319, 1852), None, 'hsl(226, 100%, 30%)')
(('la erección de la', 0.26993692730166419), 6, (1258, 1824), None, 'hsl(226, 100%, 30%)')
(('de su majestad católica', 0.25617010987027977), 5, (1360, 1746), None, 'hsl(227, 100%, 30%)')
(('por la junta directiva', 0.25602822477510134), 5, (1149, 1902), 2, 'hsl(227, 100%, 30%)')
(('de que me hallo', 0.25485857722273786), 5, (1140, 1860), 2, 'hsl(228, 100%, 30%)')
(('que se han venido', 0.25403258811640544), 5, (1263, 1906), 2, 'hsl(228, 100%, 30%)')
(('que los indios no', 0.25149812243314201), 5, (1222, 1917), None, 'hsl(228, 100%, 30%)')
(('del ministerio de ultramar', 0.24544162439768166), 5, (1131, 1869), 2, 'hsl(228, 100%, 30%)')
(('cónsul de los estados', 0.24481960302671976), 5, (1288, 1715), None, 'hsl(228, 100%, 30%)')
(('administración de correos de', 0.24433963543589587), 4, (1234, 1897), None, 'hsl(228, 100%, 30%)')
(('de los más ilustres', 0.23889520116687313), 4, (1157, 1909), 2, 'hsl(229, 100%, 30%)')
(('vecino de la dicha', 0.23607157410246885), 4, (1293, 1952), None, 'hsl(229, 100%, 30%)')
(('de la junta suprema', 0.22654772333345763), 4, (1252, 1787), None, 'hsl(230, 100%, 30%)')
(('pesos de oro de', 0.22322338305440453), 4, (1287, 1861), None, 'hsl(230, 100%, 30%)')
(('en la real audiencia', 0.22005270566998816), 4, (1157, 1847), 2, 'hsl(231, 100%, 30%)')
(('las raíces de la', 0.21852815301371872), 4, (1176, 1917), 2, 'hsl(231, 100%, 30%)')
(('lo más alto de', 0.21806239119834889), 4, (1365, 1750), 2, 'hsl(231, 100%, 30%)')
(('darse cuenta de lo', 0.21359756825892792), 4, (1227, 1932), None, 'hsl(231, 100%, 30%)')
(('yo le dije que', 0.2131822972071363), 4, (1327, 1875), None, 'hsl(231, 100%, 30%)')
(('de un lado para', 0.21265323074303968), 4, (1252, 1871), 2, 'hsl(231, 100%, 30%)')
(('por parte del dicho', 0.21129275735293312), 4, (1160, 1851), 2, 'hsl(231, 100%, 30%)')
(('la sala de lo', 1.0), 48, (1396, 1765), None, 'hsl(0, 100%, 30%)')
(('sala de lo criminal', 0.48826569063600705), 31, (1447, 1770), None, 'hsl(53, 100%, 30%)')
(('lo civil de la', 0.45425031469841348), 30, (1354, 1853), None, 'hsl(67, 100%, 30%)')
(('sala de lo civil', 0.43561968331548606), 23, (1471, 1842), None, 'hsl(75, 100%, 30%)')
(('no hay más que', 0.42576532794768845), 14, (1334, 1901), None, 'hsl(79, 100%, 30%)')
(('civil de la audiencia', 0.41952201941570438), 13, (1379, 1898), None, 'hsl(81, 100%, 30%)')
(('ley de enjuiciamiento criminal', 0.36823681462428781), 10, (1432, 1838), None, 'hsl(102, 100%, 30%)')
(('contra la sentencia pronunciada', 0.34966533477283396), 7, (1385, 1789), None, 'hsl(109, 100%, 30%)')
(('lo criminal de la', 0.34060849888260925), 7, (1443, 1827), 2, 'hsl(113, 100%, 30%)')
(('de la manera más', 0.32853433612778998), 7, (1392, 1778), None, 'hsl(118, 100%, 30%)')
(('magistrado del tribunal supremo', 0.28721561693946857), 6, (1439, 1891), None, 'hsl(134, 100%, 30%)')
(('de mil ochocientos setenta', 0.25815992576680791), 6, (1490, 1954), None, 'hsl(146, 100%, 30%)')
(('de mil ochocientos sesenta', 0.23397338662488348), 6, (1325, 1928), None, 'hsl(156, 100%, 30%)')
(('mil ochocientos setenta y', 0.23005691073488552), 5, (1392, 1878), None, 'hsl(157, 100%, 30%)')
(('estados unidos de colombia', 0.19342698066310868), 4, (1346, 1883), None, 'hsl(172, 100%, 30%)')
(('al congreso de la', 0.16985549701026559), 4, (1369, 2014), 2, 'hsl(181, 100%, 30%)')
(('el secretario del senado', 0.1681967705480264), 4, (1425, 2029), 2, 'hsl(182, 100%, 30%)')
(('de este tribunal supremo', 0.16658483896741219), 4, (1406, 1811), 2, 'hsl(183, 100%, 30%)')
(('de una manera más', 0.15633614615097244), 4, (1389, 1973), 2, 'hsl(187, 100%, 30%)')
(('que es la más', 0.15221997213328084), 4, (1352, 1982), 2, 'hsl(188, 100%, 30%)')
(('sentencia dictada por la', 0.15105895876929432), 4, (1489, 1878), None, 'hsl(189, 100%, 30%)')
(('se levanta la sesión', 0.14415474374930662), 4, (1403, 1802), 2, 'hsl(192, 100%, 30%)')
(('of the united states', 0.14181299109877885), 4, (1398, 1910), 2, 'hsl(193, 100%, 30%)')
(('la construcción del ferrocarril', 0.13553323697281153), 4, (1378, 1821), None, 'hsl(195, 100%, 30%)')
(('virtud de recurso de', 0.12716773140769824), 4, (1393, 1979), 2, 'hsl(198, 100%, 30%)')
(('el señor diputado por', 1.0), 26, (1573, 1761), None, 'hsl(0, 100%, 30%)')
(('los estados unidos mexicanos', 0.72982790918408358), 18, (1507, 1776), None, 'hsl(39, 100%, 30%)')
(('el recurso de casación', 0.64786871549173064), 17, (1531, 1823), None, 'hsl(62, 100%, 30%)')
(('la honorable cámara de', 0.63174024130863227), 16, (1548, 1780), None, 'hsl(67, 100%, 30%)')
(('de la ley hipotecaria', 0.47968686588085524), 14, (1600, 1842), None, 'hsl(111, 100%, 30%)')
(('publiquese y dése al', 0.46281173667157821), 13, (1617, 1847), None, 'hsl(116, 100%, 30%)')
(('que el señor diputado', 0.45739874096368055), 13, (1638, 1884), None, 'hsl(117, 100%, 30%)')
(('recurso de casación interpuesto', 0.45316789291016113), 7, (1561, 1853), None, 'hsl(119, 100%, 30%)')
(('la villa y corte', 0.44066982045425351), 7, (1527, 2011), 2, 'hsl(122, 100%, 30%)')
(('de casación interpuesto por', 0.42530371216270979), 6, (1521, 1910), None, 'hsl(127, 100%, 30%)')
(('mil ochocientos ochenta y', 0.38634833680407549), 6, (1547, 1978), 2, 'hsl(138, 100%, 30%)')
(('de mil ochocientos ochenta', 0.3844707248195795), 5, (1527, 1843), None, 'hsl(138, 100%, 30%)')
(('banco de la provincia', 0.31819108135453178), 5, (1613, 1795), None, 'hsl(158, 100%, 30%)')
(('constitucional de los estados', 0.30190954843979112), 5, (1660, 1917), None, 'hsl(162, 100%, 30%)')
(('secretaría de relaciones exteriores', 0.2552745083051231), 4, (1603, 1774), None, 'hsl(176, 100%, 30%)')
(('miembro informante de la', 0.2512715492702644), 4, (1594, 1754), None, 'hsl(177, 100%, 30%)')
(('del recurso de casación', 0.24000141598426306), 4, (1632, 1932), None, 'hsl(180, 100%, 30%)')
(('la municipalidad de la', 0.23776216351779336), 4, (1538, 2027), 2, 'hsl(181, 100%, 30%)')
(('la admisión del recurso', 0.23387078134219286), 4, (1618, 1799), None, 'hsl(182, 100%, 30%)')
(('más que en la', 0.21208350651113331), 4, (1606, 1990), 2, 'hsl(188, 100%, 30%)')
(('en la sentencia recurrida', 0.20646200537035397), 4, (1567, 1804), None, 'hsl(190, 100%, 30%)')
(('aprobada el acta de', 0.20612199159097747), 4, (1653, 1937), None, 'hsl(190, 100%, 30%)')
(('honorable cámara de representantes', 0.20443063917384507), 4, (1508, 1770), 2, 'hsl(190, 100%, 30%)')
(('sala de lo contencioso', 0.18029840120483481), 4, (1529, 1785), None, 'hsl(197, 100%, 30%)')
(('con la súplica de', 0.1727331816076236), 4, (1609, 2007), 2, 'hsl(200, 100%, 30%)')
(('por el señor senador', 0.17249903584696963), 4, (1649, 1983), 2, 'hsl(200, 100%, 30%)')
(('el señor miembro informante', 0.17186796700714221), 4, (1633, 1855), None, 'hsl(200, 100%, 30%)')
(('orgánica del poder judicial', 0.17092303005321963), 4, (1652, 1988), 2, 'hsl(200, 100%, 30%)')
(('en la explotación de', 0.16750897086621624), 4, (1598, 2000), 2, 'hsl(201, 100%, 30%)')
(('la secretaría de guerra', 0.16529289748498918), 4, (1541, 1781), None, 'hsl(202, 100%, 30%)')
(('de hacienda y comercio', 0.15999254618933553), 4, (1569, 1899), None, 'hsl(203, 100%, 30%)')
(('al mismo por el', 0.15494736119387106), 4, (1638, 1850), None, 'hsl(205, 100%, 30%)')
(('en el palacio nacional', 0.15364022273485056), 4, (1531, 2020), 2, 'hsl(205, 100%, 30%)')
(('los más de los', 0.14704472138138333), 4, (1547, 1984), None, 'hsl(207, 100%, 30%)')
(('más de dos mil', 0.14242360649064423), 4, (1665, 1914), None, 'hsl(208, 100%, 30%)')
(('la ley del lugar', 0.14026246558321498), 4, (1673, 1950), None, 'hsl(209, 100%, 30%)')
(('la ciudad de montevideo', 0.13992990252953288), 4, (1523, 1776), None, 'hsl(209, 100%, 30%)')
(('el error de derecho', 0.13782970466607442), 4, (1573, 1831), None, 'hsl(210, 100%, 30%)')
(('por ley de la', 0.13564109126616225), 4, (1651, 1882), None, 'hsl(210, 100%, 30%)')
(('admisión del recurso de', 0.13434745553147348), 4, (1597, 2014), 2, 'hsl(211, 100%, 30%)')
(('de la dicha provincia', 0.12986817677931445), 4, (1527, 1921), None, 'hsl(212, 100%, 30%)')
(('interpuesto por el ministerio', 0.12942681311933221), 4, (1544, 1896), None, 'hsl(212, 100%, 30%)')
(('la universidad de córdoba', 0.12905316486139209), 4, (1607, 1794), None, 'hsl(212, 100%, 30%)')
(('hace más de un', 0.12859611080209349), 4, (1672, 1993), 2, 'hsl(212, 100%, 30%)')
(('de los ferrocarriles de', 0.12857788121626312), 4, (1561, 1786), None, 'hsl(212, 100%, 30%)')
(('ha interpuesto recurso de', 0.1275917731863804), 4, (1593, 1840), None, 'hsl(213, 100%, 30%)')
(('del poder ejecutivo nacional', 0.12617335748664993), 4, (1648, 1997), 2, 'hsl(213, 100%, 30%)')
(('es lo que más', 0.12415327575173907), 4, (1551, 1983), 2, 'hsl(214, 100%, 30%)')
(('de los asuntos entrados', 0.12263436387265579), 4, (1531, 1775), 2, 'hsl(214, 100%, 30%)')
(('como el que más', 0.11849526361002448), 4, (1649, 2003), 2, 'hsl(215, 100%, 30%)')
(('de recurso de casación', 0.11600881240816274), 4, (1594, 1905), None, 'hsl(216, 100%, 30%)')
(('en el registro civil', 0.11505973445398807), 4, (1602, 1983), 2, 'hsl(216, 100%, 30%)')
(('que estén por la', 0.11478627058996028), 4, (1594, 1811), None, 'hsl(216, 100%, 30%)')
(('minutos de la tarde', 0.11475758060739653), 4, (1504, 1935), None, 'hsl(216, 100%, 30%)')
(('más que por la', 0.1143155095862534), 4, (1593, 1947), None, 'hsl(216, 100%, 30%)')
(('señor miembro informante de', 0.11122641591175021), 4, (1521, 1825), None, 'hsl(217, 100%, 30%)')
(('hay más que un', 0.11042255867491656), 4, (1504, 1794), None, 'hsl(218, 100%, 30%)')
(('el ministro de justicia', 0.10955763926625141), 4, (1504, 1991), None, 'hsl(218, 100%, 30%)')
(('la ley de aguas', 0.10880018814723795), 4, (1546, 1962), 2, 'hsl(218, 100%, 30%)')
(('de buenos aires no', 0.10826115726720499), 4, (1593, 2018), 2, 'hsl(218, 100%, 30%)')
(('de lo contencioso del', 0.10822807734834791), 4, (1573, 1784), None, 'hsl(218, 100%, 30%)')
(('no sea más que', 0.10669929928674944), 4, (1545, 1970), 2, 'hsl(219, 100%, 30%)')
(('lo tendrá entendido el', 0.10649651051781731), 4, (1664, 1944), None, 'hsl(219, 100%, 30%)')
(('de costa rica y', 0.10608713181415862), 4, (1551, 1988), 2, 'hsl(219, 100%, 30%)')
(('del código de procedimientos', 1.0), 18, (1701, 1728), None, 'hsl(0, 100%, 30%)')
(('por infracción de ley', 0.97126118844157394), 17, (1733, 1811), None, 'hsl(0, 100%, 30%)')
(('estados unidos de venezuela', 0.93748233769343425), 16, (1682, 1715), None, 'hsl(0, 100%, 30%)')
(('casación por infracción de', 0.90478515955414407), 15, (1750, 1783), None, 'hsl(0, 100%, 30%)')
(('recurso de casación por', 0.86273606654624402), 14, (1769, 1793), None, 'hsl(0, 100%, 30%)')
(('de hacienda y crédito', 0.83916250139102999), 13, (1786, 1808), None, 'hsl(0, 100%, 30%)')
(('hacienda y crédito público', 0.77678391013108505), 12, (1661, 1732), None, 'hsl(14, 100%, 30%)')
(('de casación por infracción', 0.66510368640340423), 10, (1718, 1856), None, 'hsl(48, 100%, 30%)')
(('congreso de la unión', 0.50258198861391201), 8, (1806, 1845), None, 'hsl(97, 100%, 30%)')
(('libre y soberano de', 0.45841765602482559), 8, (1648, 1768), None, 'hsl(110, 100%, 30%)')
(('estado libre y soberano', 0.45627090355267119), 7, (1825, 1838), None, 'hsl(111, 100%, 30%)')
(('del estado libre y', 0.43314029192511233), 7, (1720, 1732), None, 'hsl(118, 100%, 30%)')
(('la secretaría de fomento', 0.40544151890053043), 7, (1816, 1849), None, 'hsl(126, 100%, 30%)')
(('palabra el señor diputado', 0.35928437926255968), 5, (1629, 1742), None, 'hsl(140, 100%, 30%)')
(('el ministro de fomento', 0.3512895625135467), 4, (1641, 1771), None, 'hsl(143, 100%, 30%)')
(('poco más ó menos', 0.34829134919583199), 4, (1841, 1875), 2, 'hsl(144, 100%, 30%)')
